Timestamp,Gas Meter Temperature_x,Line Pressure_x,Position_x,Tubing Pressure_x,Reservoir Pressure_x,Gas Meter Flow Rate_x,Gas Meter Temperature_y,Line Pressure_y,Position_y,Tubing Pressure_y,Reservoir Pressure_y,Gas Meter Flow Rate_y,Junction pressure
1679801820000.0,97.67,528.19,54.16,730.97,1232.929223464747,16274.74,90.25,522.89,46.07,835.2,1717.5539752262766,15232.29,495.1633410800296
1679802420000.0,97.64,529.03,53.47,731.25,1232.929223464747,16341.29,90.14,523.48,45.41,835.31,1717.5539752262766,15235.51,495.6947739449919
1679803020000.0,97.67,527.91,53.14,727.03,1232.929223464747,16200.83,90.23,522.66,46.31,835.55,1717.5539752262766,15234.5,495.06238367634353
1679803620000.0,97.66,528.47,54.2,729.56,1232.929223464747,16387.07,90.13,519.61,45.38,834.84,1717.5539752262766,15211.95,493.47467203740797
1679804220000.0,97.69,527.91,53.52,727.88,1232.929223464747,16285.99,90.18,522.54,45.58,835.66,1717.5539752262766,15255.33,494.8000695832351
1679804820000.0,97.68,528.47,52.24,730.97,1232.929223464747,16327.77,90.2,522.77,45.38,835.55,1717.5539752262766,15260.63,495.0727068136212
1679805420000.0,97.66,527.34,53.37,732.09,1232.929223464747,16289.78,90.2,521.37,46.13,834.96,1717.5539752262766,15212.88,494.04295689728235
1679806020000.0,97.69,526.5,53.44,726.19,1232.929223464747,16348.05,90.17,521.48,46.23,834.84,1717.5539752262766,15291.83,493.4589604577882
1679806620000.0,97.7,526.22,52.27,726.19,1232.929223464747,16327.74,90.18,520.43,45.43,834.96,1717.5539752262766,15254.88,492.9270595260449
1679807220000.0,97.69,527.34,52.32,731.81,1232.929223464747,16365.88,90.11,520.9,45.72,835.55,1717.5539752262766,15211.8,493.6662861126591
1679807820000.0,97.68,527.63,53.89,729.0,1232.929223464747,16336.76,90.16,521.02,45.95,835.31,1717.5539752262766,15200.0,493.9326219968511
1679808420000.0,97.67,528.19,54.13,730.69,1232.929223464747,16260.79,90.21,522.89,45.41,834.73,1717.5539752262766,15170.61,495.308508431205
1679809020000.0,97.76,528.47,53.52,728.72,1232.929223464747,16048.22,90.23,523.95,46.02,836.13,1717.5539752262766,15238.57,496.23062722721266
1679809620000.0,97.81,529.59,52.8,728.44,1232.929223464747,16128.83,90.25,523.95,45.38,835.78,1717.5539752262766,15257.16,496.54300615145456
1679810220000.0,97.85,530.44,53.98,733.78,1232.929223464747,16314.69,90.33,524.65,45.51,835.66,1717.5539752262766,15232.54,496.95722963916916
1679810820000.0,97.85,530.72,54.16,724.78,1232.929223464747,16157.18,90.31,524.3,46.29,835.66,1717.5539752262766,15193.18,497.2871083348676
1679811420000.0,97.81,529.88,53.11,725.91,1232.929223464747,16168.03,90.32,524.88,46.3,836.37,1717.5539752262766,15230.34,497.1067746302052
1679812020000.0,97.83,529.03,52.93,730.41,1232.929223464747,16097.93,90.26,524.3,46.22,835.43,1717.5539752262766,15229.42,496.5766465174228
1679812620000.0,97.79,529.88,54.02,725.91,1232.929223464747,16156.31,90.26,523.95,45.82,835.2,1717.5539752262766,15200.09,496.72900486537327
1679813220000.0,97.8,527.34,52.7,725.91,1232.929223464747,16138.57,90.3,522.89,45.84,834.73,1717.5539752262766,15187.82,495.1276553605582
1679813820000.0,97.77,527.06,53.2,725.34,1232.929223464747,16204.64,90.26,522.66,46.04,834.84,1717.5539752262766,15199.09,494.7413853679251
1679814420000.0,97.75,525.38,54.2,726.47,1232.929223464747,16137.4,90.25,523.24,45.38,835.78,1717.5539752262766,15237.24,494.31377208943326
1679815020000.0,97.78,529.03,52.69,727.88,1232.929223464747,16286.53,90.23,523.95,45.76,835.31,1717.5539752262766,15181.07,496.1362905719149
1679815620000.0,97.78,528.75,52.31,723.94,1232.929223464747,16160.83,90.28,523.24,46.18,835.08,1717.5539752262766,15270.1,495.7317834139525
1679816220000.0,97.78,529.03,52.76,726.47,1232.929223464747,16207.1,90.28,523.13,45.43,835.43,1717.5539752262766,15244.54,495.7626547447151
1679816820000.0,97.76,526.5,54.2,730.97,1232.929223464747,16182.44,90.29,521.95,46.29,834.84,1717.5539752262766,15221.0,494.1423138499294
1679817420000.0,97.75,528.19,53.29,728.72,1232.929223464747,16234.96,90.22,523.59,46.27,835.31,1717.5539752262766,15199.86,495.64556142314774
1679818020000.0,97.74,527.91,54.07,725.34,1232.929223464747,16245.98,90.21,522.3,45.46,835.9,1717.5539752262766,15211.08,494.84347779933285
1679818620000.0,97.75,527.91,52.74,727.59,1232.929223464747,16175.4,90.12,522.42,45.57,834.61,1717.5539752262766,15161.52,495.1323890972101
1679819220000.0,97.76,527.63,53.86,723.09,1232.929223464747,16127.31,90.27,522.54,45.74,835.31,1717.5539752262766,15198.4,495.0875154940331
1679819820000.0,97.75,527.91,53.34,723.94,1232.929223464747,16271.0,90.27,523.13,45.56,834.61,1717.5539752262766,15210.63,495.20459837165066
1679820420000.0,97.77,529.03,52.48,726.47,1232.929223464747,16170.4,90.28,523.24,46.19,834.96,1717.5539752262766,15219.4,495.9355537296432
1679821020000.0,97.78,527.63,52.95,724.78,1232.929223464747,16250.95,90.23,522.89,46.21,834.61,1717.5539752262766,15208.99,495.00280036218624
1679821620000.0,97.78,528.47,53.93,726.75,1232.929223464747,16240.12,90.26,522.77,46.14,833.91,1717.5539752262766,15186.15,495.3840940270638
1679822220000.0,97.76,527.91,52.49,726.19,1232.929223464747,16108.4,90.23,522.66,45.54,835.55,1717.5539752262766,15232.78,495.2423264478061
1679822820000.0,97.72,526.5,53.92,723.94,1232.929223464747,16193.86,90.24,522.3,46.24,833.79,1717.5539752262766,15204.24,494.32372355438747
1679823420000.0,97.71,529.03,53.89,726.19,1232.929223464747,16361.97,90.2,523.83,45.67,834.02,1717.5539752262766,15203.94,495.8881223698606
1679824020000.0,97.8,529.03,54.13,725.06,1232.929223464747,16229.15,90.2,523.01,45.43,835.78,1717.5539752262766,15239.11,495.671427888182
1679824620000.0,97.78,528.75,54.21,728.16,1232.929223464747,16200.62,90.22,523.48,45.92,835.43,1717.5539752262766,15191.76,495.92402354366243
1679825220000.0,97.78,528.47,54.06,727.03,1232.929223464747,16179.29,90.28,522.66,46.15,834.73,1717.5539752262766,15235.83,495.35105872514833
1679825820000.0,97.78,529.88,53.02,723.94,1232.929223464747,16291.2,90.22,522.89,45.8,835.9,1717.5539752262766,15160.98,496.01884479534027
1679826420000.0,97.77,528.19,52.55,724.78,1232.929223464747,16248.25,90.23,522.89,46.3,835.2,1717.5539752262766,15245.4,495.188981343726
1679827020000.0,97.77,527.91,54.21,727.03,1232.929223464747,16246.76,90.24,522.42,46.07,834.38,1717.5539752262766,15228.38,494.8679838848612
1679827620000.0,97.8,527.34,53.57,728.44,1232.929223464747,16261.59,90.21,521.95,45.53,834.84,1717.5539752262766,15143.39,494.51623886911983
1679828220000.0,97.72,529.03,53.28,725.63,1232.929223464747,16185.5,90.21,523.36,45.43,835.9,1717.5539752262766,15256.37,495.89496201342234
1679828820000.0,97.73,529.03,52.68,729.56,1232.929223464747,16280.65,90.21,522.19,46.13,834.84,1717.5539752262766,15230.45,495.18228931038004
1679829420000.0,97.75,529.88,53.95,729.28,1232.929223464747,16235.2,90.22,523.01,45.59,834.84,1717.5539752262766,15253.48,496.0088140528869
1679830020000.0,97.78,528.19,53.94,727.59,1232.929223464747,16184.93,90.29,523.48,45.78,835.9,1717.5539752262766,15191.62,495.7032446127806
1679830620000.0,97.84,528.19,52.24,727.03,1232.929223464747,16160.39,90.26,523.01,45.54,835.2,1717.5539752262766,15161.29,495.5773422440256
1679831220000.0,97.8,529.31,54.16,727.31,1232.929223464747,16240.63,90.28,523.59,45.89,834.73,1717.5539752262766,15141.82,496.2473765077032
1679831820000.0,97.82,527.63,53.84,724.22,1232.929223464747,16237.96,90.25,522.89,45.76,835.2,1717.5539752262766,15209.42,495.02684751107785
1679832420000.0,97.84,529.88,52.86,726.47,1232.929223464747,16310.84,90.26,523.59,45.41,834.14,1717.5539752262766,15199.27,496.255571529164
1679833080000.0,97.84,527.34,53.37,723.94,1232.929223464747,16303.47,90.28,522.77,45.39,833.55,1717.5539752262766,15220.47,494.6909921371052
1679833620000.0,97.98,528.75,53.58,727.88,1232.929223464747,16259.62,90.39,522.77,45.38,834.84,1717.5539752262766,15198.68,495.4473302067585
1679834220000.0,97.96,528.75,53.3,725.63,1232.929223464747,16343.9,90.38,521.84,45.38,832.62,1717.5539752262766,15201.98,494.817589776537
1679834820000.0,98.02,527.34,52.64,725.06,1232.929223464747,16240.6,90.39,522.54,46.19,832.5,1717.5539752262766,15142.82,494.8475860552167
1679835420000.0,98.09,528.19,54.21,726.75,1232.929223464747,16416.39,90.44,522.3,46.07,835.08,1717.5539752262766,15165.91,494.7278353328888
1679836020000.0,98.11,527.91,53.42,723.94,1232.929223464747,16269.81,90.41,521.37,45.72,833.55,1717.5539752262766,15179.4,494.3980098656632
1679836620000.0,98.0,526.78,52.42,726.75,1232.929223464747,16312.83,90.24,521.6,45.43,834.02,1717.5539752262766,15205.71,493.87628849780486
1679837220000.0,98.16,526.78,54.15,724.78,1232.929223464747,16293.81,90.34,522.07,46.26,833.32,1717.5539752262766,15158.82,494.2333600234598
1679837820000.0,98.16,527.34,53.35,725.34,1232.929223464747,16284.43,90.46,521.84,45.69,833.91,1717.5539752262766,15180.12,494.3480565849564
1679838420000.0,98.19,526.5,54.18,728.16,1232.929223464747,16148.36,90.34,521.48,45.8,833.79,1717.5539752262766,15188.01,494.03971872852185
1679839020000.0,98.29,528.19,52.22,725.34,1232.929223464747,16346.02,90.55,521.13,46.27,832.85,1717.5539752262766,15190.53,494.2348483855982
1679839620000.0,98.38,526.5,53.86,723.66,1232.929223464747,16202.34,90.44,520.2,45.58,833.91,1717.5539752262766,15161.0,493.3562354762583
1679840220000.0,98.13,526.78,52.98,723.38,1232.929223464747,16296.74,90.37,521.48,45.59,833.09,1717.5539752262766,15163.03,493.9297913858482
1679840820000.0,98.29,529.03,52.19,725.63,1232.929223464747,16229.3,90.44,521.6,45.99,834.73,1717.5539752262766,15203.96,495.037099277357
1679841420000.0,98.38,525.94,52.17,721.97,1232.929223464747,16212.64,90.53,521.6,45.52,833.32,1717.5539752262766,15197.05,493.70716845902894
1679842020000.0,98.36,526.22,53.39,726.47,1232.929223464747,16346.09,90.49,521.72,46.16,834.14,1717.5539752262766,15231.9,493.5699513574051
1679842620000.0,98.36,525.09,52.15,725.06,1232.929223464747,16229.01,90.42,521.72,45.98,834.61,1717.5539752262766,15217.78,493.310216568509
1679843220000.0,98.32,527.63,53.52,721.69,1232.929223464747,16340.21,90.42,521.02,45.88,833.91,1717.5539752262766,15199.59,493.9267925490704
1679843820000.0,98.29,524.53,53.8,724.22,1232.929223464747,16177.57,90.55,520.31,45.47,832.62,1717.5539752262766,15215.7,492.4722422583334
1679844420000.0,98.37,526.78,52.47,723.94,1232.929223464747,16204.18,90.54,521.48,45.77,834.02,1717.5539752262766,15206.09,494.02420049150453
1679845020000.0,98.47,527.63,54.1,725.06,1232.929223464747,16301.36,90.48,520.31,45.76,833.2,1717.5539752262766,15193.22,493.65955495130055
1679845620000.0,98.44,525.94,53.55,722.81,1232.929223464747,16305.11,90.55,521.02,46.18,832.85,1717.5539752262766,15179.01,493.2811024057649
1679846220000.0,98.47,525.94,53.18,722.53,1232.929223464747,16328.21,90.49,520.66,45.49,834.02,1717.5539752262766,15134.88,493.14437309179704
1679846820000.0,98.5,527.34,53.87,722.81,1232.929223464747,16208.3,90.49,519.96,45.51,833.09,1717.5539752262766,15179.25,493.56140358825144
1679847420000.0,98.51,526.5,52.63,720.84,1232.929223464747,16269.52,90.51,521.48,45.44,833.79,1717.5539752262766,15207.44,493.7715132730732
1679848020000.0,98.53,526.78,53.39,725.63,1232.929223464747,16403.52,90.51,521.13,46.16,833.44,1717.5539752262766,15183.21,493.51411023714496
1679848620000.0,98.55,527.06,53.02,724.22,1232.929223464747,16246.34,90.52,521.95,46.29,832.73,1717.5539752262766,15213.06,494.2868212924985
1679849220000.0,98.5,527.06,52.78,722.53,1232.929223464747,16221.75,90.5,520.43,45.5,831.91,1717.5539752262766,15134.1,493.73268783896714
1679849820000.0,98.52,525.94,52.95,722.81,1232.929223464747,16290.88,90.41,520.55,45.37,835.08,1717.5539752262766,15221.48,492.9958903963454
1679850420000.0,98.52,526.22,52.9,725.06,1232.929223464747,16307.77,90.46,521.6,46.1,833.2,1717.5539752262766,15236.52,493.57577738210506
1679851020000.0,98.5,526.5,53.95,722.25,1232.929223464747,16360.45,90.57,522.19,45.84,832.97,1717.5539752262766,15149.82,494.0559986381377
1679851620000.0,98.55,526.78,52.22,720.84,1232.929223464747,16283.46,90.53,520.66,46.21,834.96,1717.5539752262766,15221.78,493.4378583293537
1679852220000.0,98.58,526.22,52.99,723.09,1232.929223464747,16292.73,90.54,521.95,46.31,834.02,1717.5539752262766,15174.96,493.89385422922527
1679852820000.0,98.61,527.91,53.64,721.13,1232.929223464747,16215.39,90.64,520.55,45.38,832.73,1717.5539752262766,15213.88,494.02755455117455
1679853420000.0,98.67,527.34,52.58,725.34,1232.929223464747,16278.97,90.54,521.02,46.26,833.32,1717.5539752262766,15219.1,493.8784000729483
1679854020000.0,98.64,526.5,53.71,722.81,1232.929223464747,16297.63,90.71,522.42,46.03,834.38,1717.5539752262766,15170.96,494.2479120971992
1679854620000.0,98.66,529.31,53.23,722.53,1232.929223464747,16299.41,90.56,520.31,46.3,833.79,1717.5539752262766,15189.24,494.40421525293743
1679855220000.0,98.59,527.06,53.41,723.66,1232.929223464747,16206.25,90.65,522.3,45.63,832.62,1717.5539752262766,15176.43,494.6053859472452
1679855820000.0,98.64,524.81,54.2,722.81,1232.929223464747,16251.44,90.68,521.13,45.88,832.5,1717.5539752262766,15166.03,492.95291125908494
1679856420000.0,98.63,527.06,53.59,725.91,1232.929223464747,16206.02,90.71,521.13,46.3,833.55,1717.5539752262766,15177.79,494.0268289074556
1679857020000.0,98.65,526.22,54.25,721.97,1232.929223464747,16337.77,90.54,521.6,45.57,832.03,1717.5539752262766,15169.22,493.6475250077553
1679857620000.0,98.61,527.06,52.91,727.88,1232.929223464747,16264.96,90.52,520.08,45.39,832.27,1717.5539752262766,15184.88,493.37931711033644
1679858220000.0,98.63,527.34,52.2,726.75,1232.929223464747,16331.43,90.65,520.9,45.35,831.56,1717.5539752262766,15141.69,493.8664681842498
1679858820000.0,98.64,527.63,52.17,720.0,1232.929223464747,16203.91,90.53,520.08,45.38,833.67,1717.5539752262766,15187.37,493.7417584204627
1679859420000.0,98.67,527.34,52.83,725.63,1232.929223464747,16260.8,90.55,520.9,46.3,833.55,1717.5539752262766,15172.02,493.94353952571066
1679860020000.0,98.45,525.66,53.6,727.59,1232.929223464747,16362.18,90.48,519.14,46.29,832.85,1717.5539752262766,15175.34,492.12589181045746
1679860620000.0,98.45,526.5,53.76,728.44,1232.929223464747,16305.74,90.52,519.84,46.07,832.62,1717.5539752262766,15153.81,492.99401183347055
1679861220000.0,98.39,526.22,52.32,728.16,1232.929223464747,16222.4,90.49,520.78,45.5,832.85,1717.5539752262766,15129.19,493.54101216565
1679861820000.0,99.06,557.16,52.33,736.03,1232.929223464747,15950.17,90.79,545.98,45.39,839.88,1717.5539752262766,14956.95,520.6116811497778
1679862420000.0,99.03,549.28,52.84,737.16,1232.929223464747,16239.36,91.36,548.2,46.21,842.81,1717.5539752262766,15074.38,517.3965563880471
1679863020000.0,98.77,530.72,53.23,720.28,1232.929223464747,16149.81,90.73,526.64,45.66,835.66,1717.5539752262766,15183.45,498.4715695734472
1679863620000.0,98.15,520.03,46.34,754.88,1232.929223464747,15442.23,90.02,513.28,44.36,855.82,1717.5539752262766,14437.15,489.7685351354184
1679864220000.0,98.05,575.72,47.05,784.13,1232.929223464747,15339.71,90.97,567.77,43.45,871.64,1717.5539752262766,14019.78,542.8200344466854
1679864820000.0,98.1,574.31,47.71,784.41,1232.929223464747,15593.67,91.09,566.84,43.97,873.98,1717.5539752262766,14169.83,540.935621177362
1679865420000.0,98.51,576.28,48.32,775.13,1232.929223464747,14990.76,91.05,570.35,43.75,876.09,1717.5539752262766,14217.31,544.6637545072548
1679866020000.0,97.7,574.59,46.2,769.5,1232.929223464747,14999.28,90.22,518.32,44.32,866.84,1717.5539752262766,14700.31,511.81133568938225
1679866620000.0,98.52,574.03,46.34,763.31,1232.929223464747,14845.62,91.02,568.71,43.84,876.09,1717.5539752262766,14262.0,543.0312348216121
1679867220000.0,98.4,574.88,48.14,775.41,1232.929223464747,15193.49,91.0,568.95,43.43,875.63,1717.5539752262766,14144.85,543.0839509681379
1679867820000.0,98.37,572.91,48.3,767.81,1232.929223464747,14887.75,90.94,565.78,43.79,874.57,1717.5539752262766,14222.08,541.0590120296232
1679868420000.0,98.52,572.63,48.34,775.97,1232.929223464747,14857.2,91.01,567.42,43.52,874.8,1717.5539752262766,14277.56,541.7068372505959
1679869020000.0,98.41,573.19,46.22,767.53,1232.929223464747,14931.26,91.01,567.3,43.77,874.8,1717.5539752262766,14299.64,541.712413651394
1679869620000.0,97.86,562.78,46.12,775.69,1232.929223464747,14741.6,90.28,555.7,39.73,918.75,1717.5539752262766,12180.21,535.4624930201979
1679870220000.0,97.61,553.5,45.39,769.22,1232.929223464747,14737.96,89.25,550.08,40.39,920.51,1717.5539752262766,12323.4,528.2161826428777
1679870820000.0,97.82,560.25,45.39,771.47,1232.929223464747,14575.69,88.94,553.95,39.5,922.38,1717.5539752262766,12297.83,533.5314587840513
1679871420000.0,97.8,561.66,45.52,777.09,1232.929223464747,14686.84,88.56,555.23,40.09,923.91,1717.5539752262766,12359.54,534.5097852444882
1679872020000.0,97.6,559.41,45.93,772.31,1232.929223464747,14609.99,88.38,551.84,39.64,925.43,1717.5539752262766,12355.75,531.9128367405475
1679872620000.0,97.77,558.56,45.34,772.03,1232.929223464747,14649.3,88.47,554.41,39.46,926.48,1717.5539752262766,12363.45,532.7665172514962
1679873220000.0,97.19,518.34,46.0,761.34,1232.929223464747,15019.43,87.99,551.95,40.11,925.9,1717.5539752262766,12375.96,509.18451881262496
1679873820000.0,96.61,507.94,44.31,749.53,1232.929223464747,14991.7,86.96,502.38,39.49,920.51,1717.5539752262766,12708.13,482.5994314438273
1679874420000.0,96.53,508.5,46.25,754.03,1232.929223464747,14961.23,86.57,502.5,39.51,920.27,1717.5539752262766,12645.07,483.059366975166
1679875020000.0,96.34,510.19,44.25,754.03,1232.929223464747,14988.96,86.58,504.14,40.0,920.39,1717.5539752262766,12673.38,484.5545729459724
1679875620000.0,96.31,509.91,44.88,751.78,1231.9057409617428,15081.0,86.66,504.84,39.64,920.39,1715.5576050755315,12655.92,484.666289793621
1679876220000.0,96.19,509.63,45.22,757.13,1231.9057409617428,15102.32,86.57,504.84,40.39,920.51,1715.5576050755315,12619.75,484.56554925665563
1679876820000.0,97.23,559.69,44.41,772.88,1231.9057409617428,14701.59,88.05,554.88,39.7,927.07,1715.5576050755315,12322.86,533.4926633747008
1679877420000.0,97.29,560.81,44.26,784.41,1231.9057409617428,14892.69,88.26,555.47,40.09,927.66,1715.5576050755315,12408.98,533.8049480903833
1679878020000.0,97.37,557.16,44.21,770.06,1231.9057409617428,14692.69,88.35,552.54,40.19,927.66,1715.5576050755315,12349.18,531.1421364879412
