?Date,Timestamp,Bottom Hole Pressure,Tubing Pressure,Casing Pressure,Position,Line Pressure,Gas Meter Cumulative Total,Gas Meter Differential Pressure,Gas Meter Flow Rate,Gas Meter Static Pressure,Gas Meter Temperature,Gas Meter Today's Total,Gas Meter Yesterday's Total
3/21/2023 23:27,1.68E+12,1169.3,750.66,1.97,53.03,521.16,2538142.4,406.25,16222.5,526.44,96.65,14432.12,14533.34
3/21/2023 23:37,1.68E+12,1173.11,751.78,-0.28,52.59,520.88,2538248.84,405.83,16226.32,527.15,96.61,14538.56,14533.34
3/21/2023 23:47,1.68E+12,1173.04,753.47,0,52.24,520.31,2538388.95,408.58,16259.47,525.93,96.66,14678.67,14533.34
3/21/2023 23:57,1.68E+12,1172.44,750.38,0,52.41,521.44,2538461.5,410.11,16301.06,526.67,96.66,14751.22,14533.34
3/22/2023 0:07,1.68E+12,1171.68,751.22,-0.28,53.87,520.03,2538514.11,410.58,16303.33,526.26,96.68,52.61,14807.32
3/22/2023 0:17,1.68E+12,1171.64,751.22,-0.28,52.26,520.59,2538666.84,408.25,16257.85,526.28,96.7,205.33,14807.32
3/22/2023 0:27,1.68E+12,1172.44,754.31,1.97,54.07,520.03,2538774.4,408.73,16273.78,526.64,96.67,312.89,14807.32
3/22/2023 0:37,1.68E+12,1172.15,750.38,1.69,52.34,520.31,2538878.37,408.67,16261.29,525.95,96.68,416.87,14807.32
3/22/2023 0:47,1.68E+12,1172.36,753.75,1.41,54.14,521.16,2538983.31,408.28,16271.05,527.01,96.66,521.81,14807.32
3/22/2023 0:57,1.68E+12,1172.18,751.78,0.28,53.24,520.03,2539089.83,413.1,16343.29,525.7,96.68,628.33,14807.32
3/22/2023 1:07,1.68E+12,1170.88,750.94,-0.56,52.8,520.59,2539193.66,409.35,16396.47,526.03,96.61,732.16,14807.32
3/22/2023 1:17,1.68E+12,1169.92,749.25,0.56,52.84,519.47,2539353.32,411.4,16296.73,524.84,96.65,891.82,14807.32
3/22/2023 1:27,1.68E+12,1171.7,753.47,-1.13,54.04,519.75,2539458.25,407.44,16225.22,525.16,96.64,996.75,14807.32
3/22/2023 1:37,1.68E+12,1172.97,747.28,2.25,53.09,519.47,2539573.73,411.88,16315.37,525.38,96.62,1112.23,14807.32
3/22/2023 1:47,1.68E+12,1171.35,749.81,0,53.05,520.03,2539669.93,413.66,16353.57,525.6,96.62,1208.43,14807.32
3/22/2023 1:57,1.68E+12,1170.66,753.75,1.41,54.06,519.19,2539794.29,406.4,16206.64,525.21,96.59,1332.78,14807.32
3/22/2023 2:07,1.68E+12,1173.28,754.03,0.84,54.18,519.75,2539881.5,410.18,16286.09,525.6,96.62,1420,14807.32
3/22/2023 2:17,1.68E+12,1171.85,752.91,0.84,52.82,520.03,2539986.29,414.35,16250.6,525.49,96.59,1524.79,14807.32
3/22/2023 2:27,1.68E+12,1172.47,751.5,0.56,52.25,519.47,2540090.6,409.27,16262.53,525.21,96.59,1629.1,14807.32
3/22/2023 2:37,1.68E+12,1172.25,756.28,1.97,54.21,519.19,2540250.3,409.93,16276.96,525.3,96.58,1788.79,14807.32
3/22/2023 2:47,1.68E+12,1171.98,749.25,-0.56,52.64,517.78,2540356.66,411.53,16295.29,524.5,96.56,1895.16,14807.32
3/22/2023 2:57,1.68E+12,1171.65,751.22,0.84,52.21,520.31,2540461.87,410.56,16309.66,526.51,96.53,2000.37,14807.32
3/22/2023 3:07,1.68E+12,1171.38,750.94,0,52.42,519.47,2540567.19,411.37,16304.79,525.32,96.6,2105.68,14807.32
3/22/2023 3:17,1.68E+12,1171.44,751.22,-0.28,53.96,518.91,2540673.22,405.18,16181.43,525.17,96.63,2211.72,14807.32
3/22/2023 3:27,1.68E+12,1173.64,752.63,1.13,53.24,519.75,2540778.64,414.59,16378.3,526.02,96.62,2317.14,14807.32
3/22/2023 3:37,1.68E+12,1170.12,751.5,-1.69,53.36,520.31,2540883.71,408.62,16251.45,525.39,96.67,2422.2,14807.32
3/22/2023 3:47,1.68E+12,1172.37,749.81,-1.41,53.68,519.75,2541042.36,417.2,16430.4,526.06,96.55,2580.86,14807.32
3/22/2023 3:57,1.68E+12,1169.17,748.69,0.28,52.39,518.34,2541148.74,412.18,16324.21,525.52,96.58,2687.24,14807.32
3/22/2023 4:07,1.68E+12,1171.06,750.09,0.28,52.59,518.91,2541254.15,413.52,16337.75,524.72,96.54,2792.64,14807.32
3/22/2023 4:17,1.68E+12,1170.81,749.81,0,52.32,517.5,2541359.5,412.91,16310.65,523.73,96.5,2898,14807.32
3/22/2023 4:27,1.68E+12,1171.28,748.41,-1.69,52.49,517.5,2541465.93,413.14,16315.32,523.73,96.5,3004.43,14807.32
3/22/2023 4:37,1.68E+12,1171.19,749.25,-0.56,53.58,516.94,2541571.34,416.1,16357.35,522.85,96.52,3109.83,14807.32
3/22/2023 4:47,1.68E+12,1170.43,749.81,-0.84,52.48,517.5,2541675.64,411.12,16279.35,523.94,96.51,3214.14,14807.32
3/22/2023 4:57,1.68E+12,1171.82,747.84,0.56,54.11,516.66,2541840.93,409.96,16244.66,523.25,96.56,3379.43,14807.32
3/22/2023 5:07,1.68E+12,1172.43,749.25,-0.28,54.13,517.22,2541945.05,415.12,16350.54,523.5,96.45,3483.55,14807.32
3/22/2023 5:17,1.68E+12,1170.53,748.13,-1.69,52.57,516.94,2542053.81,406.66,16184.8,523.48,96.53,3592.3,14807.32
3/22/2023 5:27,1.68E+12,1173.49,750.94,0,52.23,517.22,2542167.48,415.64,16369.49,524.08,96.48,3705.98,14807.32
3/22/2023 5:37,1.68E+12,1170.17,748.13,-0.84,54.15,516.38,2542259.17,409.53,16227.14,522.6,96.49,3797.66,14807.32
3/22/2023 5:47,1.68E+12,1172.71,749.81,-1.69,53.54,518.91,2542364.54,413.63,16350.8,525.36,96.52,3903.04,14807.32
3/22/2023 5:57,1.68E+12,1170.49,754.59,-1.13,53.61,520.31,2542469.82,409.79,16285.1,525.93,96.55,4008.32,14807.32
3/22/2023 6:07,1.68E+12,1171.66,757.13,-0.28,52.77,519.47,2542628.19,409.69,16281.61,525.84,96.55,4166.69,14807.32
3/22/2023 6:17,1.68E+12,1171.71,748.13,-1.13,54.22,521.16,2542734.71,409.15,16281.21,526.4,96.49,4273.21,14807.32
3/22/2023 6:27,1.68E+12,1171.71,753.19,1.13,54.05,518.91,2542839.64,411.17,16317.62,526.24,96.5,4378.14,14807.32
3/22/2023 6:37,1.68E+12,1171.05,753.19,1.13,53.88,520.31,2542945.04,414.41,16391.01,526.91,96.52,4483.54,14807.32
3/22/2023 6:47,1.68E+12,1169.73,748.13,-0.84,53.29,518.91,2543051.64,411.74,16318.71,525.72,96.59,4590.14,14807.32
3/22/2023 6:57,1.68E+12,1171.01,750.09,-0.28,54.11,520.31,2543156.76,410.81,16318.91,526.87,96.61,4695.26,14807.32
3/22/2023 7:07,1.68E+12,1171,747.84,0.56,52.55,519.47,2543262.01,409.18,16262.62,525.33,96.6,4800.51,14807.32
3/22/2023 7:17,1.68E+12,1172,753.75,1.69,53.51,521.16,2543420.52,414.31,16374.75,526.07,96.55,4959.02,14807.32
3/22/2023 7:27,1.68E+12,1169.99,748.41,0.56,52.41,516.94,2543526.86,408.92,16237.06,524.04,96.58,5065.36,14807.32
3/22/2023 7:37,1.68E+12,1172.44,749.81,0.56,52.35,518.91,2543632.07,410.58,16277.56,524.6,96.63,5170.57,14807.32
3/22/2023 7:47,1.68E+12,1171.71,750.38,0.84,52.42,519.19,2543737.48,410.42,16268.69,524.2,96.58,5275.98,14807.32
